Invoice_No,SO_No,Invoice_Date,Customer_No,Customer_Name,Salesman_Code,Salesman_Name,Partnumber,Qty,Retail_Price,Discount,SO_Type
INV2301010001,SO2301010001,22/01/2023,C1004,PT MULIA MAKMUR,001-S2,Budi Darmawan,71R745G205,1,1000,24.64,3
INV2301010002,SO2301010002,11/01/2023,C1004,PT MULIA MAKMUR,001-S2,Budi Darmawan,96Q332D906,5,311500,23.64,3
INV2301010003,SO2301010003,04/01/2023,C1006,CV UTARA PERDANA,001-S3,Sigit Pratama,84N838B423,2,291600,38.82,3
INV2301010004,SO2301010004,08/01/2023,C1007,TOKO BUANA KARYA,001-S2,Budi Darmawan,26E133B147,5,491400,23.14,3
INV2301010005,SO2301010005,27/01/2023,C1010,TOKO NUSANTARA PERDANA,001-S2,Budi Darmawan,50F526F678,1,1000,20.93,3
INV2301010006,SO2301010006,19/01/2023,C1010,TOKO NUSANTARA PERDANA,001-S2,Budi Darmawan,75H770L683,6,838100,21.64,3
INV2301010007,SO2301010007,16/01/2023,C1010,TOKO NUSANTARA PERDANA,001-S2,Budi Darmawan,19K823Y952,20,64600,23.62,3
INV2301010008,SO2301010008,11/01/2023,C1012,TOKO NUSANTARA PRATAMA,001-S3,Sigit Pratama,57M624X879,4,269100,21.77,3
INV2301010009,SO2301010009,06/01/2023,C1012,TOKO NUSANTARA PRATAMA,001-S3,Sigit Pratama,19K823Y952,174,67000,22.8,3
INV2301010010,SO2301010010,23/01/2023,C1012,TOKO NUSANTARA PRATAMA,001-S3,Sigit Pratama,45E231P273,5,45600,20.67,3
INV2301010011,SO2301010011,05/01/2023,C1013,UD CIPTA MOTOR,001-S3,Sigit Pratama,42J438F310,13,1000,20.9,3
INV2301010012,SO2301010012,12/01/2023,C1013,UD CIPTA MOTOR,001-S3,Sigit Pratama,96Q332D906,2,227100,25.25,3
INV2301010013,SO2301010013,05/01/2023,C1013,UD CIPTA MOTOR,001-S3,Sigit Pratama,19J756V360,2,22800,22.63,3
INV2301010014,SO2301010014,22/01/2023,C1013,UD CIPTA MOTOR,001-S3,Sigit Pratama,85R745W981,3,865200,23.77,3
INV2301010015,SO2301010015,03/01/2023,C1013,UD CIPTA MOTOR,001-S3,Sigit Pratama,47K761Q580,8,352800,24.44,3
INV2301010016,SO2301010016,09/01/2023,C1015,TOKO SELATAN JASA,001-S1,Yanto Handoko,97P770Z553,12,38800,20.85,3
INV2301010017,SO2301010017,13/01/2023,C1016,UD PUTRA PRATAMA,002-S2,Agus Halim,42Q988Q778,9,717500,25.39,3
INV2301010018,SO2301010018,21/01/2023,C1016,UD PUTRA PRATAMA,002-S2,Agus Halim,84N838B423,31,298700,40.44,3
INV2301010019,SO2301010019,15/01/2023,C1016,UD PUTRA PRATAMA,002-S2,Agus Halim,44T632M601,42,425300,39.71,3
INV2301010020,SO2301010020,06/01/2023,C1019,CV INDAH PERDANA,002-S1,Kusuma Darmawan,52W484W679,1,394200,23.28,3
INV2301010021,SO2301010021,03/01/2023,C1019,CV INDAH PERDANA,002-S1,Kusuma Darmawan,70U417W106,4,514700,22.96,3
INV2301010022,SO2301010022,19/01/2023,C1020,PT CIPTA SUKSES,002-S1,Kusuma Darmawan,38K762X104,1,370600,24.1,3
INV2301010023,SO2301010023,02/01/2023,C1020,PT CIPTA SUKSES,002-S1,Kusuma Darmawan,45E231P273,40,51500,22.28,3
INV2301010024,SO2301010024,20/01/2023,C1020,PT CIPTA SUKSES,002-S1,Kusuma Darmawan,37N358Y580,11,378500,41.65,3
INV2301010025,SO2301010025,17/01/2023,C1020,PT CIPTA SUKSES,002-S1,Kusuma Darmawan,26R776M721,1,1140300,23.74,3
INV2301010026,SO2301010026,24/01/2023,C1020,PT CIPTA SUKSES,002-S1,Kusuma Darmawan,47G355V489,3,433800,23.34,3
INV2301010027,SO2301010027,27/01/2023,C1023,TOKO JAYA PARTS,002-S1,Kusuma Darmawan,50S258F367,2,50400,15.79,3
INV2301010028,SO2301010028,20/01/2023,C1023,TOKO JAYA PARTS,002-S1,Kusuma Darmawan,74L163C435,190,46700,23.06,3
INV2301010029,SO2301010029,11/01/2023,C1023,TOKO JAYA PARTS,002-S1,Kusuma Darmawan,35A159C722,1,77700,22.11,3
INV2301010030,SO2301010030,02/01/2023,C1024,TB SURYA MAKMUR,002-S2,Agus Halim,12W791L447,1,80700,25.45,3
INV2301010031,SO2301010031,04/01/2023,C1027,CV LOGAM OTOMOTIF,002-S4,Maman Susanto,83M996H496,10,565900,22.09,3
INV2301010032,SO2301010032,05/01/2023,C1027,CV LOGAM OTOMOTIF,002-S4,Maman Susanto,80U131M419,2,289100,22.59,3
INV2301010033,SO2301010033,22/01/2023,C1027,CV LOGAM OTOMOTIF,002-S4,Maman Susanto,48A956A524,1,1089500,24.44,3
INV2301010034,SO2301010034,08/01/2023,C1027,CV LOGAM OTOMOTIF,002-S4,Maman Susanto,95M390K208,24,48000,23.41,3
INV2301010035,SO2301010035,10/01/2023,C1027,CV LOGAM OTOMOTIF,002-S4,Maman Susanto,47M454F858,2,111900,24.53,3
INV2301010036,SO2301010036,18/01/2023,C1027,CV LOGAM OTOMOTIF,002-S4,Maman Susanto,57M624X879,9,115300,23.09,3
INV2301010037,SO2301010037,27/01/2023,C1027,CV LOGAM OTOMOTIF,002-S4,Maman Susanto,79X362B237,7,446000,24.27,3
